"Lemma","SFI Rank","SFI","Adjusted Frequency per Million (U)"
"formula","2101","55.21","33"
"alter","2102","55.21","33"
"perceive","2103","55.2","33"
"routine","2104","55.2","33"
"sink","2105","55.19","33"
"stare","2106","55.19","33"
"anymore","2107","55.19","33"
"hero","2108","55.18","33"
"supporter","2109","55.18","33"
"convert","2110","55.18","33"
"steady","2111","55.18","33"
"meter","2112","55.17","33"
"truck","2113","55.17","33"
"nose","2114","55.17","33"
"beside","2115","55.17","33"
"sail","2116","55.17","33"
"disaster","2117","55.17","33"
"pace","2118","55.17","33"
"heavily","2119","55.17","33"
"devote","2120","55.16","33"
"terrorist","2121","55.16","33"
"justify","2122","55.16","33"
"vital","2123","55.16","33"
"fascinate","2124","55.16","33"
"external","2125","55.15","33"
