"Lemma","SFI Rank","SFI","Adjusted Frequency per Million (U)"
"river","1176","58.73","75"
"annual","1177","58.73","75"
"fully","1178","58.73","75"
"contrast","1179","58.72","75"
"roll","1180","58.71","74"
"reality","1181","58.71","74"
"photograph","1182","58.7","74"
"artist","1183","58.69","74"
"conflict","1184","58.69","74"
"entire","1185","58.69","74"
"presence","1186","58.69","74"
"crowd","1187","58.69","74"
"corner","1188","58.69","74"
"gas","1189","58.69","74"
"shift","1190","58.68","74"
"net","1191","58.68","74"
"category","1192","58.68","74"
"secretary","1193","58.68","74"
"defense","1194","58.68","74"
"quick","1195","58.67","74"
"cook","1196","58.67","74"
"spread","1197","58.66","73"
"nuclear","1198","58.66","73"
"scale","1199","58.66","73"
"driver","1200","58.66","73"
