"Lemma","SFI Rank","SFI","Adjusted Frequency per Million (U)"
"improvement","1226","58.53","71"
"tool","1227","58.52","71"
"consequence","1228","58.52","71"
"circumstance","1229","58.52","71"
"smoke","1230","58.52","71"
"reaction","1231","58.52","71"
"rain","1232","58.52","71"
"busy","1233","58.51","71"
"lesson","1234","58.51","71"
"brain","1235","58.5","71"
"mass","1236","58.5","71"
"funny","1237","58.49","71"
"contribute","1238","58.49","71"
"failure","1239","58.49","71"
"schedule","1240","58.48","71"
"speaker","1241","58.48","70"
"bottom","1242","58.47","70"
"adopt","1243","58.47","70"
"combine","1244","58.47","70"
"mountain","1245","58.46","70"
"waste","1246","58.46","70"
"hide","1247","58.45","70"
"marriage","1248","58.45","70"
"ticket","1249","58.45","70"
"meal","1250","58.45","70"
