"Lemma","SFI Rank","SFI","Adjusted Frequency per Million (U)"
"religion","1701","56.57","45"
"employer","1702","56.57","45"
"reject","1703","56.56","45"
"latter","1704","56.56","45"
"plate","1705","56.56","45"
"ban","1706","56.55","45"
"steal","1707","56.55","45"
"protest","1708","56.55","45"
"index","1709","56.55","45"
"sad","1710","56.54","45"
"frequently","1711","56.54","45"
"circle","1712","56.54","45"
"helpful","1713","56.53","45"
"command","1714","56.53","45"
"attractive","1715","56.52","45"
"sick","1716","56.52","45"
"impression","1717","56.51","45"
"unable","1718","56.51","45"
"joke","1719","56.51","45"
"sky","1720","56.51","45"
"column","1721","56.51","45"
"electronic","1722","56.51","45"
"impose","1723","56.5","45"
"criminal","1724","56.49","45"
"besides","1725","56.47","44"
