"Lemma","SFI Rank","SFI","Adjusted Frequency per Million (U)"
"specify","2326","54.53","28"
"exact","2327","54.52","28"
"spin","2328","54.52","28"
"operator","2329","54.51","28"
"infant","2330","54.51","28"
"dig","2331","54.5","28"
"drag","2332","54.5","28"
"mount","2333","54.5","28"
"wrap","2334","54.5","28"
"anticipate","2335","54.5","28"
"dependent","2336","54.5","28"
"specialize","2337","54.5","28"
"angle","2338","54.49","28"
"chicken","2339","54.49","28"
"anxiety","2340","54.49","28"
"virus","2341","54.48","28"
"precisely","2342","54.48","28"
"rival","2343","54.48","28"
"offense","2344","54.48","28"
"detect","2345","54.48","28"
"teenager","2346","54.47","28"
"admire","2347","54.47","28"
"moderate","2348","54.46","28"
"surgery","2349","54.46","28"
"musician","2350","54.46","28"
