"Lemma","SFI Rank","SFI","Adjusted Frequency per Million (U)"
"secret","1276","58.32","68"
"apparently","1277","58.32","68"
"novel","1278","58.32","68"
"union","1279","58.31","68"
"burn","1280","58.31","68"
"trend","1281","58.31","68"
"initial","1282","58.31","68"
"pleasure","1283","58.3","68"
"suggestion","1284","58.3","68"
"critical","1285","58.29","67"
"gather","1286","58.29","67"
"mostly","1287","58.29","67"
"earth","1288","58.29","67"
"pop","1289","58.28","67"
"essential","1290","58.27","67"
"desire","1291","58.27","67"
"promote","1292","58.27","67"
"currently","1293","58.27","67"
"employ","1294","58.26","67"
"path","1295","58.26","67"
"topic","1296","58.26","67"
"beach","1297","58.25","67"
"attract","1298","58.25","67"
"engage","1299","58.25","67"
"powerful","1300","58.24","67"
