"Lemma","SFI Rank","SFI","Adjusted Frequency per Million (U)"
"spare","2126","55.15","33"
"whenever","2127","55.15","33"
"depression","2128","55.14","33"
"guilty","2129","55.14","33"
"underlie","2130","55.14","33"
"mom","2131","55.14","33"
"distinction","2132","55.14","33"
"satisfaction","2133","55.14","33"
"incorporate","2134","55.14","33"
"pour","2135","55.14","33"
"sweep","2136","55.13","33"
"obligation","2137","55.13","33"
"sir","2138","55.12","33"
"evaluate","2139","55.11","32"
"anger","2140","55.1","32"
"pub","2141","55.1","32"
"perception","2142","55.1","32"
"naturally","2143","55.09","32"
"currency","2144","55.09","32"
"database","2145","55.09","32"
"initially","2146","55.09","32"
"territory","2147","55.08","32"
"stream","2148","55.08","32"
"rarely","2149","55.08","32"
"height","2150","55.07","32"
