"Lemma","SFI Rank","SFI","Adjusted Frequency per Million (U)"
"husband","801","60.77","119"
"access","802","60.77","119"
"movement","803","60.75","119"
"treat","804","60.74","119"
"identify","805","60.73","118"
"loss","806","60.72","118"
"shall","807","60.72","118"
"modern","808","60.7","117"
"pressure","809","60.7","117"
"bus","810","60.69","117"
"treatment","811","60.69","117"
"conference","812","60.68","117"
"yourself","813","60.67","117"
"supply","814","60.66","116"
"village","815","60.65","116"
"worth","816","60.64","116"
"natural","817","60.64","116"
"express","818","60.64","116"
"indicate","819","60.64","116"
"attend","820","60.63","116"
"brother","821","60.63","116"
"investment","822","60.63","116"
"score","823","60.62","115"
"organize","824","60.62","115"
"trip","825","60.62","115"
