"Lemma","SFI Rank","SFI","Adjusted Frequency per Million (U)"
"ball","1201","58.65","73"
"cry","1202","58.64","73"
"introduction","1203","58.63","73"
"requirement","1204","58.63","73"
"north","1205","58.62","73"
"confirm","1206","58.62","73"
"senior","1207","58.6","72"
"photo","1208","58.59","72"
"refuse","1209","58.59","72"
"transport","1210","58.58","72"
"emerge","1211","58.58","72"
"map","1212","58.58","72"
"concept","1213","58.58","72"
"island","1214","58.57","72"
"reform","1215","58.57","72"
"neither","1216","58.57","72"
"football","1217","58.56","72"
"survive","1218","58.56","72"
"flight","1219","58.55","72"
"left","1220","58.55","72"
"solve","1221","58.54","72"
"neighbor","1222","58.54","72"
"background","1223","58.54","71"
"technique","1224","58.54","71"
"traffic","1225","58.54","71"
